iter	Passed	Remaining
1497	111278	1374411
1498	111290	1373575
1499	111302	1372730
1500	111313	1371880
1501	111329	1371081
1502	111340	1370234
1503	111352	1369392
1504	111364	1368562
1505	111378	1367752
1506	111394	1366961
1507	111406	1366136
1508	111418	1365304
1509	111429	1364461
1510	111440	1363616
1511	111454	1362817
1512	111467	1361999
1513	111479	1361168
1514	111490	1360328
1515	111501	1359493
1516	111512	1358663
1517	111529	1357892
1518	111539	1357056
1519	111551	1356236
1520	111562	1355395
1521	111572	1354559
1522	111587	1353781
1523	111599	1352965
1524	111610	1352133
1525	111621	1351308
1526	111632	1350479
1527	111648	1349715
1528	111660	1348903
1529	111671	1348092
1530	111683	1347281
1531	111696	1346478
1532	111710	1345693
1533	111722	1344898
1534	111734	1344087
1535	111745	1343271
1536	111755	1342450
1537	111766	1341631
1538	111782	1340884
1539	111794	1340078
1540	111805	1339274
1541	113655	1360472
1542	113673	1359736
1543	113685	1358929
1544	113698	1358122
1545	113710	1357319
1546	113729	1356597
1547	113743	1355809
1548	113755	1355004
1549	113768	1354207
1550	113780	1353405
1551	113795	1352637
1552	113808	1351853
1553	113820	1351049
1554	113830	1350227
1555	113840	1349409
1556	113851	1348596
1557	113867	1347842
1558	113878	1347035
1559	113888	1346219
1560	113899	1345412
1561	113910	1344613
1562	113925	1343855
1563	113935	1343040
1564	113948	1342261
1565	113959	1341464
1566	113972	1340681
1567	113987	1339935
1568	113998	1339136
1569	114010	1338347
1570	114021	1337556
1571	114032	1336760
1572	114051	1336067
1573	114062	1335274
1574	114074	1334493
1575	114085	1333695
1576	114100	1332953
1577	114110	1332157
1578	114122	1331376
1579	114133	1330593
1580	114144	1329804
1581	114158	1329063
1582	114172	1328308
1583	114184	1327535
1584	114195	1326754
1585	114207	1325984
1586	114222	1325249
1587	114233	1324470
1588	114243	1323683
1589	114253	1322897
1590	114266	1322139
1591	114281	1321416
1592	114292	1320645
1593	114303	1319870
1594	114313	1319088
1595	114323	1318304
1596	114334	1317536
1597	114346	1316774
1598	114357	1316004
1599	114369	1315252
1600	114380	1314487
1601	114392	1313723
1602	114406	1312994
1603	114417	1312232
1604	114428	1311472
1605	114438	1310703
1606	114453	1309986
1607	114465	1309232
1608	114476	1308471
1609	114487	1307712
1610	114502	1307000
1611	114515	1306272
1612	114526	1305516
1613	114537	1304761
1614	114548	1304006
1615	114558	1303239
1616	114572	1302531
1617	114584	1301785
1618	114597	1301065
1619	114609	1300321
1620	114620	1299576
1621	116594	1321068
1622	116606	1320324
1623	116625	1319646
1624	116637	1318897
1625	116648	1318146
1626	116664	1317444
1627	116677	1316702
1628	116689	1315960
1629	116701	1315220
1630	116714	1314492
1631	116727	1313759
1632	116743	1313062
1633	116756	1312334
1634	116768	1311594
1635	116779	1310847
1636	116793	1310132
1637	116805	1309391
1638	116816	1308646
1639	116827	1307901
1640	116844	1307224
1641	116856	1306487
1642	116867	1305745
1643	116878	1305005
1644	116894	1304315
1645	116905	1303569
1646	116916	1302835
1647	116927	1302095
1648	116943	1301415
1649	116954	1300680
1650	116966	1299954
1651	116977	1299220
1652	116992	1298529
1653	117003	1297792
1654	117015	1297066
1655	117029	1296371
1656	117039	1295630
1657	117050	1294899
1658	117062	1294182
1659	117077	1293494
1660	117090	1292789
1661	117104	1292099
1662	117115	1291365
1663	117130	1290683
1664	117141	1289958
1665	117151	1289225
1666	117165	1288535
1667	117179	1287854
1668	117191	1287136
1669	117202	1286421
1670	117213	1285700
1671	117228	1285023
1672	117238	1284298
1673	117250	1283592
1674	117261	1282876
1675	117276	1282208
1676	117288	1281503
1677	117300	1280793
1678	117315	1280127
1679	117327	1279432
1680	117338	1278713
1681	117348	1278000
1682	117362	1277319
1683	117373	1276606
1684	117383	1275896
1685	117397	1275221
1686	117408	1274515
1687	117423	1273851
1688	117434	1273143
1689	117445	1272442
1690	117456	1271734
1691	117469	1271061
1692	117481	1270369
1693	117492	1269665
1694	117503	1268967
1695	117513	1268263
1696	117531	1267635
1697	117543	1266952
1698	117554	1266255
1699	117565	1265562
1700	119428	1284788
1701	119441	1284101
1702	119457	1283448
1703	119469	1282754
1704	119482	1282068
1705	119494	1281375
1706	119506	1280682
1707	119518	1279994
1708	119529	1279298
1709	119545	1278648
1710	119557	1277957
1711	119570	1277276
1712	119583	1276604
1713	119595	1275917
1714	119609	1275258
1715	119622	1274583
1716	119633	1273881
1717	119644	1273189
1718	119658	1272527
1719	119670	1271847
1720	119681	1271152
1721	119691	1270456
1722	119702	1269759
1723	119717	1269120
1724	119730	1268444
1725	119741	1267760
1726	119753	1267084
1727	119768	1266445
1728	119779	1265758
1729	119790	1265069
1730	119800	1264374
1731	119811	1263697
1732	119826	1263051
1733	119837	1262366
1734	119848	1261689
1735	119860	1261016
1736	119874	1260371
1737	119886	1259707
1738	119899	1259047
1739	119910	1258366
1740	119919	1257677
1741	119930	1257001
1742	119945	1256364
1743	119957	1255701
1744	119969	1255034
1745	119984	1254413
1746	119996	1253742
1747	120006	1253068
1748	120018	1252402
1749	120032	1251771
1750	120044	1251107
1751	120057	1250464
1752	120068	1249796
1753	120085	1249186
1754	120096	1248524
1755	120107	1247859
1756	120119	1247201
1757	120133	1246573
1758	120144	1245907
1759	120155	1245249
1760	120166	1244586
1761	120185	1244009
1762	120196	1243346
1763	120207	1242687
1764	120218	1242030
1765	120233	1241410
1766	120244	1240757
1767	120255	1240099
1768	120265	1239439
1769	120280	1238824
1770	120291	1238170
1771	120303	1237520
1772	120315	1236884
1773	120326	1236230
1774	120337	1235580
1775	120352	1234972
1776	120363	1234316
1777	120375	1233674
1778	120385	1233018
1779	120396	1232376
1780	122332	1251420
1781	122352	1250854
1782	122363	1250196
1783	122376	1249556
1784	122391	1248946
1785	122404	1248305
1786	122422	1247727
1787	122434	1247082
1788	122447	1246442
1789	122461	1245818
1790	122473	1245178
1791	122484	1244527
1792	122499	1243924
1793	122511	1243278
1794	122525	1242665
1795	122536	1242012
1796	122550	1241395
1797	122561	1240746
1798	122571	1240095
1799	122585	1239478
1800	122595	1238823
1801	122609	1238207
1802	122619	1237556
1803	122630	1236907
1804	122643	1236290
1805	122655	1235658
1806	122671	1235060
1807	122681	1234414
1808	122692	1233775
1809	122706	1233169
1810	122717	1232530
1811	122731	1231924
1812	122742	1231284
1813	122752	1230640
1814	122766	1230035
1815	122777	1229399
1816	122790	1228787
1817	122801	1228147
1818	122812	1227515
1819	122826	1226915
1820	122836	1226276
1821	122850	1225676
1822	122862	1225052
1823	122873	1224419
1824	122887	1223824
1825	122898	1223192
1826	122911	1222585
1827	122922	1221961
1828	122932	1221325
1829	122947	1220738
1830	122959	1220122
1831	122970	1219506
1832	122989	1218962
1833	123002	1218354
1834	123016	1217766
1835	123029	1217157
1836	123043	1216566
1837	123067	1216079
1838	123080	1215473
1839	123095	1214903
1840	123109	1214306
1841	123122	1213715
1842	123136	1213121
1843	123146	1212503
1844	123162	1211929
1845	123173	1211318
1846	123188	1210741
1847	123200	1210137
1848	123212	1209535
1849	123227	1208958
1850	123237	1208344
1851	123251	1207758
1852	123262	1207150
1853	123273	1206536
1854	123287	1205961
1855	123298	1205350
1856	123312	1204770
1857	123324	1204171
1858	125121	1220999
1859	125136	1220419
1860	125149	1219825
1861	125166	1219261
1862	125182	1218694
1863	125195	1218106
1864	125205	1217484
1865	125221	1216920
1866	125231	1216297
1867	125244	1215702
1868	125255	1215087
1869	125268	1214500
1870	125280	1213897
1871	125294	1213321
1872	125304	1212707
1873	125319	1212131
1874	125333	1211553
1875	125343	1210939
1876	125357	1210361
1877	125368	1209754
1878	125382	1209179
1879	125391	1208561
1880	125406	1207994
1881	125419	1207412
1882	125430	1206807
1883	125443	1206227
1884	125454	1205631
1885	125469	1205063
1886	125483	1204493
1887	125493	1203890
1888	125508	1203322
1889	125522	1202754
1890	125533	1202156
1891	125547	1201590
1892	125558	1200993
1893	125572	1200428
1894	125582	1199827
1895	125596	1199265
1896	125609	1198691
1897	125619	1198088
1898	125633	1197516
1899	125643	1196916
1900	125657	1196353
1901	125667	1195760
1902	125682	1195205
1903	125697	1194652
1904	125711	1194094
1905	125722	1193504
1906	125736	1192946
1907	125745	1192345
1908	125760	1191790
1909	125774	1191236
1910	125784	1190644
1911	125798	1190080
1912	125808	1189492
1913	125821	1188929
1914	125831	1188337
1915	125844	1187776
1916	125854	1187183
1917	125868	1186632
1918	125878	1186040
1919	125893	1185497
1920	125906	1184935
1921	125916	1184347
1922	125930	1183796
1923	125943	1183244
1924	125953	1182658
1925	125966	1182095
1926	125976	1181514
1927	125991	1180977
1928	126007	1180449
1929	126019	1179882
1930	126034	1179342
1931	126047	1178789
1932	126060	1178239
1933	126075	1177699
1934	126085	1177124
1935	126099	1176578
1936	127910	1192801
1937	127934	1192335
1938	127948	1191793
1939	127968	1191290
1940	127990	1190820
1941	128005	1190280
1942	128024	1189779
1943	128043	1189273
1944	128065	1188801
1945	128079	1188255
1946	128096	1187739
1947	128113	1187216
1948	128128	1186684
1949	128146	1186180
1950	128161	1185642
1951	128180	1185142
1952	128197	1184625
1953	128218	1184148
1954	128235	1183635
1955	128255	1183146
1956	128272	1182641
1957	128289	1182124
1958	128307	1181619
1959	128325	1181114
1960	128339	1180577
1961	128357	1180076
1962	128375	1179578
1963	128390	1179047
1964	128406	1178531
1965	128420	1177994
1966	128433	1177449
1967	128448	1176920
1968	128469	1176447
1969	128482	1175911
1970	128501	1175418
1971	128514	1174877
1972	128531	1174373
1973	128548	1173871
1974	128565	1173365
1975	128580	1172840
1976	128601	1172375
1977	128622	1171910
1978	128640	1171411
1979	128656	1170904
1980	128668	1170361
1981	128683	1169836
1982	128700	1169341
1983	128720	1168869
1984	128737	1168369
1985	128758	1167904
1986	128771	1167371
1987	128786	1166848
1988	128803	1166350
1989	128816	1165821
1990	128833	1165329
1991	128851	1164837
1992	128868	1164342
1993	128885	1163851
1994	128898	1163319
1995	130658	1178546
1996	130676	1178049
1997	130693	1177550
1998	130712	1177068
1999	130730	1176570
2000	130747	1176071
2001	130766	1175588
2002	130783	1175090
2003	130801	1174605
2004	130817	1174099
2005	130834	1173597
2006	130852	1173109
2007	130872	1172641
2008	130894	1172185
2009	130911	1171688
2010	130926	1171181
2011	130944	1170687
2012	130962	1170201
2013	130978	1169703
2014	130999	1169248
2015	131018	1168765
2016	131041	1168325
2017	131058	1167840
2018	131075	1167344
2019	131091	1166846
2020	131116	1166428
2021	131138	1165977
2022	131154	1165476
2023	131171	1164985
2024	131184	1164467
2025	131200	1163968
2026	131218	1163483
2027	131238	1163031
2028	131259	1162575
2029	131273	1162059
2030	131294	1161609
2031	131308	1161097
2032	131333	1160681
2033	131354	1160237
2034	131374	1159773
2035	131396	1159335
2036	131417	1158885
2037	131442	1158474
2038	131456	1157960
2039	131474	1157492
2040	131492	1157017
2041	131514	1156576
2042	131530	1156092
2043	131548	1155616
2044	131574	1155214
2045	131591	1154740
2046	131610	1154279
2047	131628	1153809
2048	133472	1169329
2049	133490	1168856
2050	133514	1168430
2051	133532	1167952
2052	133558	1167550
2053	133575	1167063
2054	133592	1166578
2055	133616	1166151
2056	133635	1165690
2057	133652	1165204
2058	133669	1164724
2059	133686	1164240
2060	133703	1163759
2061	133725	1163317
2062	133749	1162899
2063	133766	1162421
2064	133790	1162003
2065	133807	1161520
2066	133829	1161084
2067	133850	1160645
2068	133867	1160167
2069	133883	1159679
2070	133901	1159206
2071	133919	1158741
2072	133934	1158244
2073	133948	1157745
2074	133963	1157247
2075	133978	1156762
2076	133997	1156296
2077	134012	1155811
2078	134029	1155336
2079	134048	1154883
2080	134071	1154456
2081	134091	1154009
2082	134108	1153536
2083	134124	1153057
2084	134142	1152594
2085	134162	1152149
2086	134181	1151699
2087	134195	1151205
2088	134214	1150748
2089	134236	1150327
2090	134254	1149864
2091	134276	1149435
2092	134290	1148945
2093	134308	1148488
2094	134326	1148028
2095	134347	1147598
2096	134372	1147196
2097	134394	1146769
2098	134410	1146299
2099	134424	1145807
2100	134441	1145340
2101	134457	1144874
2102	136209	1159174
2103	136227	1158714
2104	136249	1158281
2105	136265	1157802
2106	136287	1157380
2107	136306	1156927
2108	136325	1156471
2109	136343	1156008
2110	136361	1155552
2111	136382	1155122
2112	136398	1154638
2113	136420	1154215
2114	136437	1153748
2115	136454	1153285
2116	136477	1152874
2117	136496	1152418
2118	136520	1152019
2119	136538	1151557
2120	136555	1151100
2121	136574	1150646
2122	136595	1150218
2123	136612	1149759
2124	136628	1149290
2125	136650	1148866
2126	136670	1148433
2127	136689	1147986
2128	136703	1147497
2129	136720	1147043
2130	136743	1146629
2131	136762	1146185
2132	136784	1145769
2133	136801	1145313
2134	136818	1144856
2135	136842	1144457
2136	136865	1144045
2137	136883	1143599
2138	136904	1143173
2139	136929	1142788
2140	136946	1142332
2141	136963	1141877
2142	136982	1141437
2143	136996	1140958
2144	137014	1140509
2145	137032	1140064
2146	137050	1139620
2147	137068	1139175
2148	137085	1138719
2149	137104	1138286
2150	137121	1137836
2151	137140	1137401
2152	137160	1136975
2153	137190	1136630
2154	139153	1152298
2155	139167	1151810
2156	139177	1151295
2157	139186	1150773
2158	139197	1150265
2159	139208	1149755
2160	139218	1149246
2161	139228	1148729
2162	139238	1148218
2163	139248	1147708
2164	139258	1147197
2165	139269	1146688
2166	139278	1146170
2167	139288	1145657
2168	139297	1145140
2169	139310	1144653
2170	139326	1144200
2171	139341	1143731
2172	139352	1143228
2173	139361	1142714
2174	139371	1142207
2175	139381	1141696
2176	139391	1141195
2177	139401	1140682
2178	139410	1140172
2179	139419	1139662
2180	139429	1139152
2181	139438	1138640
2182	139448	1138133
2183	139458	1137630
2184	139468	1137130
2185	139478	1136631
2186	139487	1136122
2187	139497	1135619
2188	139507	1135111
2189	139516	1134606
2190	139525	1134095
2191	139534	1133588
2192	139543	1133079
2193	139552	1132574
2194	139562	1132074
2195	139573	1131591
2196	139584	1131097
2197	139594	1130599
2198	139604	1130102
2199	139614	1129606
2200	139624	1129109
2201	139693	1129095
2202	139749	1128972
2203	139759	1128476
2204	139769	1127981
2205	139779	1127486
2206	139789	1126992
2207	139799	1126499
2208	139809	1126006
2209	139819	1125515
2210	139829	1125022
2211	139839	1124528
2212	139849	1124038
2213	139858	1123546
2214	139868	1123054
2215	139877	1122556
2216	139887	1122063
2217	139896	1121568
2218	139905	1121075
2219	139916	1120591
2220	139925	1120096
2221	139935	1119607
2222	139947	1119137
2223	140005	1119034
2224	141856	1133261
2225	141869	1132790
2226	141881	1132313
2227	141896	1131864
2228	141908	1131385
2229	141923	1130929
2230	141934	1130449
2231	141947	1129985
2232	141960	1129515
2233	141971	1129036
2234	141985	1128578
2235	141997	1128101
2236	142008	1127621
2237	142023	1127173
2238	142035	1126704
2239	142051	1126262
2240	142061	1125782
2241	142075	1125327
2242	142088	1124861
2243	142102	1124411
2244	142115	1123949
2245	142132	1123514
2246	142144	1123046
2247	142154	1122566
2248	142168	1122116
2249	142179	1121641
2250	142194	1121196
2251	142208	1120741
2252	142222	1120293
2253	142234	1119827
2254	142245	1119352
2255	142260	1118910
2256	142271	1118438
2257	142285	1117991
2258	142296	1117525
2259	142307	1117049
2260	142319	1116591
2261	142331	1116129
2262	142347	1115696
2263	142360	1115238
2264	142374	1114793
2265	142386	1114333
2266	142398	1113873
2267	142414	1113442
2268	142425	1112981
2269	142440	1112543
2270	142454	1112096
2271	142468	1111653
2272	142481	1111204
2273	142496	1110771
2274	142508	1110309
2275	142520	1109854
2276	142535	1109420
2277	142547	1108969
2278	142563	1108538
2279	142575	1108088
2280	142591	1107659
2281	142603	1107211
2282	142615	1106752
2283	142630	1106324
2284	142641	1105865
2285	142659	1105453
2286	142676	1105038
2287	142692	1104619
2288	142704	1104168
2289	142716	1103714
2290	142730	1103281
2291	142742	1102832
2292	142757	1102400
2293	142768	1101942
2294	142780	1101490
2295	142795	1101066
2296	142806	1100609
2297	142821	1100182
2298	142833	1099734
2299	144979	1115709
2300	144992	1115266
2301	145003	1114803
2302	145018	1114369
2303	145032	1113926
2304	145047	1113499
2305	145059	1113042
2306	145071	1112594
2307	145088	1112177
2308	145100	1111725
2309	145117	1111312
2310	145128	1110850
2311	145141	1110407
2312	145154	1109965
2313	145164	1109500
2314	145178	1109064
2315	145189	1108604
2316	145204	1108176
2317	145215	1107721
2318	145231	1107300
2319	145243	1106858
2320	145256	1106415
2321	145269	1105972
2322	145280	1105517
2323	145293	1105084
2324	145304	1104629
2325	145316	1104180
2326	145328	1103732
2327	145343	1103309
2328	145354	1102858
2329	145365	1102405
2330	145379	1101975
2331	145390	1101524
2332	145404	1101095
2333	145416	1100652
2334	145427	1100201
2335	145439	1099759
2336	145451	1099323
2337	145467	1098904
2338	145479	1098466
2339	145490	1098017
2340	145505	1097600
2341	145516	1097151
2342	145532	1096739
2343	145544	1096299
2344	145558	1095878
2345	145569	1095434
2346	145582	1095003
2347	145595	1094573
2348	145606	1094128
2349	145619	1093694
2350	145631	1093257
2351	145645	1092836
2352	145657	1092396
2353	145668	1091955
2354	145682	1091537
2355	145694	1091101
2356	145706	1090669
2357	145720	1090244
2358	145734	1089824
2359	145747	1089397
2360	145757	1088953
2361	145772	1088544
2362	145783	1088100
2363	145797	1087683
2364	145808	1087247
2365	145821	1086822
2366	145833	1086388
2367	145844	1085949
2368	145860	1085546
2369	145870	1085105
2370	145882	1084677
2371	145894	1084248
2372	145907	1083819
2373	145921	1083409
2374	145933	1082977
2375	145948	1082571
2376	145959	1082135
2377	145972	1081721
2378	145985	1081302
2379	145999	1080889
2380	146013	1080472
2381	146026	1080053
2382	146045	1079683
2383	146065	1079316
2384	146078	1078897
2385	146093	1078495
2386	146107	1078085
2387	146118	1077657
2388	147955	1090685
2389	147966	1090246
2390	147980	1089833
2391	147991	1089397
2392	148005	1088979
2393	148018	1088557
2394	148032	1088146
2395	148045	1087729
2396	148057	1087296
2397	148072	1086891
2398	148083	1086460
2399	148100	1086066
2400	148111	1085635
2401	148124	1085217
2402	148137	1084797
2403	148149	1084372
2404	148164	1083971
2405	148178	1083563
2406	148189	1083131
2407	148204	1082732
2408	148216	1082306
2409	148229	1081894
2410	148241	1081465
2411	148252	1081039
2412	148267	1080636
2413	148278	1080209
2414	148293	1079808
2415	148304	1079381
2416	148319	1078980
2417	148329	1078548
2418	148341	1078128
2419	148352	1077700
2420	148366	1077296
2421	148379	1076884
2422	148394	1076487
2423	148407	1076077
2424	148421	1075674
2425	148434	1075265
2426	148447	1074853
2427	148459	1074433
2428	148472	1074027
2429	148485	1073620
2430	148499	1073217
2431	148511	1072799
2432	148522	1072375
2433	148537	1071983
2434	148548	1071564
2435	148563	1071170
2436	148574	1070749
2437	148588	1070348
2438	148599	1069927
2439	148611	1069519
2440	148624	1069108
2441	148638	1068709
2442	148650	1068298
2443	148664	1067903
2444	148675	1067484
2445	148686	1067068
2446	148701	1066673
2447	148712	1066259
2448	148725	1065854
2449	148736	1065437
2450	148750	1065047
2451	148762	1064635
2452	148776	1064238
2453	148788	1063831
2454	148798	1063410
2455	148813	1063020
2456	148824	1062610
2457	148839	1062220
2458	148850	1061805
2459	148864	1061417
2460	148876	1061008
2461	148891	1060621
2462	148903	1060220
2463	148916	1059823
2464	148928	1059416
2465	148942	1059028
2466	150927	1072641
2467	150942	1072251
2468	150956	1071861
2469	150969	1071453
2470	150981	1071048
2471	150995	1070650
2472	151008	1070247
2473	151019	1069836
2474	151036	1069458
2475	151049	1069061
2476	151065	1068683
2477	151082	1068309
2478	151095	1067908
2479	151112	1067534
2480	151122	1067118
2481	151136	1066725
2482	151148	1066314
2483	151160	1065914
2484	151175	1065530
2485	151189	1065139
2486	151200	1064728
2487	151215	1064340
2488	151227	1063936
2489	151241	1063547
2490	151252	1063136
2491	151265	1062741
2492	151277	1062337
2493	151292	1061957
2494	151304	1061556
2495	151314	1061140
2496	151328	1060754
2497	151339	1060346
2498	151352	1059954
2499	151364	1059548
2500	151377	1059156
2501	151389	1058757
2502	151399	1058347
2503	151413	1057956
2504	151423	1057547
2505	151437	1057161
2506	151447	1056749
2507	151459	1056350
2508	151471	1055953
2509	151485	1055571
2510	151496	1055168
2511	151508	1054766
2512	151522	1054388
2513	151535	1054000
2514	151548	1053605
2515	151561	1053219
2516	151573	1052824
2517	151587	1052440
2518	151597	1052032
2519	151607	1051626
2520	151621	1051244
2521	151631	1050838
2522	151645	1050462
2523	151656	1050058
2524	151669	1049670
2525	151681	1049277
2526	151691	1048876
2527	151707	1048508
2528	151718	1048111
2529	151731	1047727
2530	151745	1047348
2531	151758	1046963
2532	151771	1046584
2533	151782	1046187
2534	151797	1045814
2535	151808	1045419
2536	151821	1045038
2537	151832	1044640
2538	151846	1044269
2539	151858	1043879
2540	151870	1043486
2541	151883	1043111
2542	151895	1042720
2543	153776	1055158
2544	153787	1054755
2545	153801	1054379
2546	153815	1053999
2547	153826	1053603
2548	153840	1053223
2549	153852	1052835
2550	153867	1052463
2551	153879	1052074
2552	153894	1051699
2553	153908	1051325
2554	153920	1050935
2555	153930	1050533
2556	153944	1050156
2557	153954	1049757
2558	153969	1049387
2559	153980	1048990
2560	153994	1048615
2561	154004	1048219
2562	154020	1047859
2563	154041	1047529
2564	154054	1047148
2565	154069	1046785
2566	154084	1046420
2567	154097	1046035
2568	154112	1045674
2569	154125	1045296
2570	154138	1044917
2571	154154	1044555
2572	154166	1044173
2573	154181	1043811
2574	154192	1043419
2575	154206	1043047
2576	154218	1042662
2577	154231	1042289
2578	154242	1041902
2579	154254	1041515
2580	154269	1041151
2581	154283	1040783
2582	154295	1040402
2583	154307	1040026
2584	154319	1039644
2585	154333	1039272
2586	154344	1038888
2587	154355	1038501
2588	154371	1038146
2589	154386	1037786
2590	154399	1037417
2591	154412	1037042
2592	154426	1036677
2593	154437	1036289
2594	154449	1035915
2595	154461	1035536
2596	154474	1035163
2597	154485	1034781
2598	154499	1034416
2599	154512	1034046
2600	154527	1033686
2601	154538	1033302
2602	154552	1032942
2603	154564	1032564
2604	154578	1032204
2605	154589	1031821
2606	154601	1031448
2607	154611	1031062
2608	154623	1030682
2609	154636	1030319
2610	154648	1029943
2611	154663	1029589
2612	154677	1029229
2613	154688	1028851
2614	154702	1028489
2615	154713	1028114
2616	154726	1027747
2617	154738	1027374
2618	154749	1026995
2619	154764	1026644
2620	156723	1039183
2621	156737	1038820
2622	156752	1038464
2623	156765	1038096
2624	156778	1037723
2625	156793	1037366
2626	156806	1037002
2627	156818	1036627
2628	156833	1036267
2629	156845	1035895
2630	156860	1035540
2631	156873	1035177
2632	156886	1034807
2633	156900	1034450
2634	156912	1034075
2635	156926	1033716
2636	156938	1033339
2637	156949	1032961
2638	156961	1032589
2639	156974	1032224
2640	156986	1031854
2641	156999	1031493
2642	157010	1031113
2643	157024	1030753
2644	157037	1030389
2645	157051	1030037
2646	157063	1029666
2647	157078	1029317
2648	157094	1028968
2649	157107	1028612
2650	157122	1028259
2651	157137	1027910
2652	157149	1027545
2653	157165	1027198
2654	157176	1026830
2655	157191	1026480
2656	157202	1026107
2657	157215	1025746
2658	157227	1025376
2659	157241	1025026
2660	157251	1024649
2661	157266	1024298
2662	157280	1023947
2663	157292	1023579
2664	157306	1023230
2665	157317	1022856
2666	157331	1022505
2667	157345	1022155
2668	157357	1021789
2669	157369	1021431
2670	157380	1021057
2671	157394	1020710
2672	157405	1020337
2673	157417	1019975
2674	157428	1019608
2675	157441	1019252
2676	157453	1018887
2677	157467	1018539
2678	157479	1018177
2679	157492	1017827
2680	157503	1017458
2681	157517	1017111
2682	157529	1016749
2683	157543	1016402
2684	157555	1016045
2685	157566	1015678
2686	157581	1015336
2687	157593	1014977
2688	157607	1014629
2689	157621	1014287
2690	157633	1013928
2691	157646	1013573
2692	157656	1013204
2693	157667	1012841
2694	157681	1012496
2695	157695	1012154
2696	159605	1023973
2697	159618	1023619
2698	159631	1023262
2699	159646	1022922
2700	159657	1022554
2701	159671	1022206
2702	159683	1021841
2703	159697	1021497
2704	159708	1021132
2705	159722	1020786
2706	159734	1020421
2707	159746	1020062
2708	159757	1019700
2709	159770	1019349
2710	159784	1019005
2711	159797	1018651
2712	159810	1018300
2713	159821	1017936
2714	159835	1017587
2715	159846	1017224
2716	159859	1016879
2717	159873	1016529
2718	159884	1016169
2719	159897	1015821
2720	159908	1015459
2721	159922	1015117
2722	159937	1014777
2723	159949	1014421
2724	159963	1014080
2725	159977	1013738
2726	159988	1013378
2727	160002	1013034
2728	160016	1012696
2729	160028	1012343
2730	160042	1012001
2731	160054	1011649
2732	160066	1011292
2733	160080	1010952
2734	160094	1010617
2735	160105	1010259
2736	160119	1009914
2737	160136	1009594
2738	160149	1009249
2739	160160	1008891
2740	160173	1008547
2741	160186	1008202
2742	160202	1007878
2743	160215	1007536
2744	160228	1007189
2745	160241	1006849
2746	160253	1006496
2747	160267	1006164
2748	160279	1005811
2749	160292	1005471
2750	160304	1005121
2751	160318	1004786
2752	160332	1004453
2753	160343	1004096
2754	160356	1003758
2755	160367	1003403
2756	160381	1003066
2757	160391	1002709
2758	160404	1002369
2759	160417	1002027
2760	160428	1001674
2761	160440	1001330
2762	160451	1000975
2763	160465	1000643
2764	160475	1000290
2765	160489	999955
2766	160501	999612
2767	160512	999261
2768	160526	998930
2769	160538	998581
2770	160551	998248
2771	160563	997906
2772	160574	997556
2773	162536	1009322
2774	162553	1009001
2775	162564	1008647
2776	162578	1008315
2777	162592	1007978
2778	162603	1007625
2779	162618	1007299
2780	162631	1006960
2781	162642	1006603
2782	162655	1006266
2783	162668	1005929
2784	162679	1005577
2785	162692	1005233
2786	162703	1004888
2787	162717	1004554
2788	162729	1004210
2789	162743	1003878
2790	162755	1003530
2791	162767	1003191
2792	162778	1002840
2793	162792	1002510
2794	162805	1002173
2795	162816	1001824
2796	162829	1001486
2797	162840	1001134
2798	162853	1000801
2799	162865	1000457
2800	162880	1000135
2801	162895	999813
2802	162905	999462
2803	162918	999124
2804	162932	998796
2805	162944	998453
2806	162954	998102
2807	162966	997764
2808	162980	997436
2809	162994	997106
2810	163005	996766
2811	163020	996442
2812	163035	996121
2813	163047	995781
2814	163077	995555
2815	163089	995218
2816	163103	994888
2817	163113	994543
2818	163128	994220
2819	163141	993890
2820	163153	993552
2821	163167	993230
2822	163178	992888
2823	163191	992557
2824	163202	992216
2825	163216	991888
2826	163227	991550
2827	163240	991215
2828	163250	990868
2829	163262	990538
2830	163273	990192
2831	163285	989857
2832	163298	989531
2833	163311	989206
2834	163322	988863
2835	163336	988541
2836	163346	988199
2837	163361	987881
2838	163376	987564
2839	163388	987235
2840	163403	986919
2841	163416	986593
2842	163427	986257
2843	163441	985934
2844	163453	985606
2845	163465	985270
2846	163478	984945
2847	163488	984607
2848	163501	984281
2849	163512	983946
2850	163526	983625
2851	165373	994329
2852	165388	994012
2853	165399	993673
2854	165414	993353
2855	165427	993027
2856	165439	992692
2857	165453	992376
2858	165467	992052
2859	165482	991734
2860	165492	991394
2861	165506	991070
2862	165517	990733
2863	165530	990407
2864	165544	990090
2865	165555	989751
2866	165569	989433
2867	165583	989110
2868	165597	988792
2869	165608	988457
2870	165621	988136
2871	165634	987808
2872	165645	987471
2873	165659	987157
2874	165670	986817
2875	165684	986500
2876	165697	986178
2877	165708	985842
2878	165722	985527
2879	165736	985212
2880	165747	984879
2881	165761	984560
2882	165772	984229
2883	165786	983914
2884	165797	983581
2885	165812	983268
2886	165826	982951
2887	165836	982616
2888	165849	982296
2889	165862	981975
2890	165873	981642
2891	165885	981314
2892	165897	980991
2893	165910	980669
2894	165920	980336
2895	165934	980020
2896	165948	979708
2897	165959	979376
2898	165972	979059
2899	165983	978730
2900	165999	978430
2901	166014	978123
2902	166025	977792
2903	166041	977495
2904	166057	977195
2905	166068	976866
2906	166081	976552
